pH,TDS_ppm,Turbidity_NTU,Temperature_C,Label
6.55,394.8,8.93,23.87,Unsafe
7.1,422.8,11.07,25.05,Unsafe
7.73,312.4,6.24,23.93,Unsafe
7.21,336.2,15.7,24.35,Unsafe
7.06,376.8,12.45,24.37,Unsafe
6.93,443.4,14.69,23.87,Unsafe
7.42,287,6.34,23.9,Unsafe
6.75,438.2,7.69,23.82,Unsafe
7.29,284.1,5.34,24.39,Unsafe
7.52,284,16.06,24.01,Unsafe
7.48,471.9,14.71,23.99,Unsafe
7.45,390.4,4.27,23.61,Unsafe
7.1,320,5.15,23.96,Unsafe
7.3,219.8,13.34,24.44,Unsafe
6.65,281.3,13.47,23.98,Unsafe
7.04,224.7,15.15,24.28,Unsafe
6.61,261.8,13.67,24.34,Unsafe
7.51,239.6,8.69,24.38,Unsafe
7.24,401.2,9.77,24.01,Unsafe
6.97,439.4,7.65,23.66,Unsafe
6.58,309.6,16.01,23.78,Unsafe
7.31,424.1,10.4,24.45,Unsafe
6.78,257.9,10.22,24.03,Unsafe
6.74,269,15.26,24.59,Unsafe
7.71,453.9,5.57,24.2,Unsafe
6.97,487.9,15.99,23.7,Unsafe
6.65,214,11.84,23.7,Unsafe
6.91,227.6,7.21,23.4,Unsafe
7.16,209,7.23,23.42,Unsafe
6.5,370.1,8.31,24.38,Unsafe
6.63,215.8,6.81,23.69,Unsafe
7.03,310.4,7.37,24.65,Unsafe
7.71,370.1,17.09,23.1,Unsafe
6.73,211.7,12.28,24.13,Unsafe
6.94,317.5,5.1,24.22,Unsafe
7.68,333.7,7.98,23.18,Unsafe
7.18,208.7,13.17,23.93,Unsafe
6.62,288,6.44,23.53,Unsafe
6.53,213.9,4.69,23.11,Unsafe
6.66,232.2,16.26,23,Unsafe
7.72,405.9,15.8,23.15,Unsafe
7.51,319.1,7.14,23.15,Unsafe
6.76,201.9,9.28,23.4,Unsafe
7.51,352.4,12.84,23.5,Unsafe
6.5,220.1,10.95,23.13,Unsafe
7.39,498,11.7,23.68,Unsafe
7.19,436.6,16.24,23.24,Unsafe
7.75,365.7,11.73,23.39,Unsafe
7.68,207,4.33,23.67,Unsafe
7.57,315.2,8.11,23.5,Unsafe
6.76,278.2,17.78,24.32,Unsafe
6.54,242.2,15.91,23.58,Unsafe
6.69,390.7,15.58,23.39,Unsafe
7.37,280.3,9.45,22.74,Unsafe
7.43,391.6,11.67,24.24,Unsafe
7.61,353.2,9.21,22.56,Unsafe
6.74,339.5,16.65,22.95,Unsafe
7.6,449.5,4.19,23.61,Unsafe
7.02,421.7,14.08,23.59,Unsafe
7.76,419.7,11.68,24.04,Unsafe
7.22,486,9.71,23.78,Unsafe
7.21,486.8,7.7,22.58,Unsafe
6.86,452.2,3.94,23.5,Unsafe
7.43,417.7,15.22,23.9,Unsafe
7.61,246.7,13.16,23.59,Unsafe
7.42,207.3,7.42,23.26,Unsafe
7.41,419.8,10.78,23.18,Unsafe
7.75,411.7,15.35,24.33,Unsafe
6.57,317.6,18.5,23.24,Unsafe
6.92,415.3,10.6,22.92,Unsafe
7.62,269.6,4.86,23.48,Unsafe
7.37,271.4,6.81,23.69,Unsafe
7.2,289.7,16.68,24.1,Unsafe
7.74,393.8,15.69,22.88,Unsafe
7.06,240.2,12.18,24.05,Unsafe
7.72,361.6,16.53,23.7,Unsafe
6.8,482.8,17.56,23.54,Unsafe
6.66,236.1,11.46,23.07,Unsafe
6.9,448,15.72,23.14,Unsafe
7.2,443.1,7.53,22.9,Unsafe
7.37,204.3,11.56,23.19,Unsafe
7.32,341.8,4,23.71,Unsafe
6.82,500.8,8.89,23.86,Unsafe
6.7,251.4,13,23.9,Unsafe
6.74,270.1,9.36,23.02,Unsafe
7.8,289.8,11.35,24.48,Unsafe
7.13,319.5,16.93,23.59,Unsafe
7.01,419.8,6.86,23.59,Unsafe
7.16,228.5,17.48,22.6,Unsafe
7.12,425.7,9.22,23.84,Unsafe
7.2,290,6.33,23.35,Unsafe
6.97,280.3,12.87,23.07,Unsafe
7.22,469.8,9.63,24.04,Unsafe
7.24,453.2,16.14,24.52,Unsafe
6.73,432.9,5.39,24.14,Unsafe
7.69,213.3,9.72,23.47,Unsafe
6.98,302.6,9.83,23.53,Unsafe
6.59,393,17.89,23.61,Unsafe
7.19,407.9,12.97,23.8,Unsafe
6.77,255.1,5.74,23.13,Unsafe
7.38,291.8,8.7,23.03,Unsafe
6.58,260.6,8.09,23.62,Unsafe
7.02,298.8,11.53,23.3,Unsafe
6.96,468.9,8.22,23.65,Unsafe
7.72,458.9,12.27,23.2,Unsafe
7.54,447.7,17.49,23.54,Unsafe
7.17,275.1,13.78,23.36,Unsafe
6.67,312.9,7.13,23.06,Unsafe
6.5,254,7.61,22.72,Unsafe
6.7,319.1,11.38,22.87,Unsafe
6.8,241.8,14.45,22.87,Unsafe
7.27,265.5,11.63,23.76,Unsafe
6.63,453.9,10.58,22.76,Unsafe
7.59,363.9,13.57,23.52,Unsafe
7,242.9,10.51,23.37,Unsafe
6.68,455.1,9.89,23.42,Unsafe
6.82,397.5,9.74,23.33,Unsafe
7.05,445.8,13.2,22.14,Unsafe
6.74,347.5,13.27,23.11,Unsafe
6.76,250.9,9.9,23.02,Unsafe
7.78,429.9,11.1,22.59,Unsafe
6.54,415.4,11.87,22.43,Unsafe
7.5,229.2,6.81,23.03,Unsafe
7.34,199.8,10.54,23.07,Unsafe
6.51,270.6,14.75,22.63,Unsafe
6.95,253.9,11.07,23.44,Unsafe
7.66,280.8,13.37,22.83,Unsafe
7.58,318.5,11.37,22.51,Unsafe
6.87,388.1,14.77,23.13,Unsafe
6.84,357,12.16,22.58,Unsafe
7.45,300.6,8.75,22.6,Unsafe
7.63,440.9,9.73,22.27,Unsafe
7.22,415.7,16.4,23.75,Unsafe
7.2,269.6,7.46,22.79,Unsafe
7.49,479.3,11.8,23.19,Unsafe
7.46,377.5,6.87,23.07,Unsafe
7.31,500.3,17.11,22.64,Unsafe
6.8,427.9,15.86,22.46,Unsafe
7.02,403.7,6.43,22.62,Unsafe
7.35,204.8,18,23.28,Unsafe
7.16,426.5,7.25,21.95,Unsafe
6.86,478.5,6.35,22.96,Unsafe
6.52,460.8,5.27,23.04,Unsafe
6.85,365.1,15.6,23.47,Unsafe
7.07,269.3,13.08,22.83,Unsafe
7.57,213.7,9.18,23.07,Unsafe
7.28,352.5,16.53,23.53,Unsafe
6.8,422.2,14.52,22.71,Unsafe
7.51,272.1,13.19,23.92,Unsafe
7.69,213,16.65,23.1,Unsafe
6.81,279.9,13.66,22.56,Unsafe
6.97,286.3,13.92,23.02,Unsafe
7.27,211.4,11.9,22.86,Unsafe
7.16,391.2,11.38,22.54,Unsafe
7.29,229.7,14.33,22.34,Unsafe
7.51,263.9,13.88,22.85,Unsafe
7.55,292.5,12.85,23.17,Unsafe
7.2,274.8,16.12,22.83,Unsafe
7.69,258.5,16.34,23.27,Unsafe
7.5,274.2,15.66,23.28,Unsafe
7.61,321.2,12.36,23.48,Unsafe
7.57,246.4,12.76,23.96,Unsafe
7.51,227.9,5.1,23.04,Unsafe
6.95,406.2,4.84,22.7,Unsafe
6.88,394.8,6.68,22.77,Unsafe
7.31,490.4,8.84,23.1,Unsafe
7.51,246.4,9.47,23.04,Unsafe
6.68,321.6,13.51,23.07,Unsafe
6.97,417.9,11.63,23.13,Unsafe
7.2,412.7,6.88,23.37,Unsafe
7.47,398.1,17.94,22.97,Unsafe
6.95,274.3,10.12,22.99,Unsafe
6.73,309.6,13.95,22.77,Unsafe
7.57,365.7,7.89,22.97,Unsafe
7.72,357.2,11.67,22.69,Unsafe
7.5,312.7,5.09,22.4,Unsafe
7.69,458.2,5.74,23,Unsafe
6.99,356.5,7.35,23.87,Unsafe
7.62,279.8,4.52,23.19,Unsafe
7.43,453.3,10.14,22.58,Unsafe
6.95,380.4,12.99,22.7,Unsafe
7.22,490.9,6.68,23.64,Unsafe
6.46,446.3,7.59,23.1,Unsafe
7.23,335.6,10.5,22.67,Unsafe
7.34,228.7,15.31,22.12,Unsafe
7.65,423.4,17.04,23.31,Unsafe
6.89,460.4,14.85,23.12,Unsafe
7.56,304.7,7.46,22.93,Unsafe
7.26,381.2,6.75,22.4,Unsafe
6.84,367.9,11.31,23.31,Unsafe
7.26,355.4,15.18,23.06,Unsafe
6.81,493.1,8.44,22.89,Unsafe
6.63,347.7,5.04,22.88,Unsafe
7.36,397.6,8.3,23.44,Unsafe
7.34,233.3,5.67,22.96,Unsafe
7.38,354.4,9,23.6,Unsafe
6.89,319.4,15.29,22.93,Unsafe
6.73,460.3,15.6,23.5,Unsafe
6.93,234.8,7.38,23.55,Unsafe
7.19,484.5,12.6,23.01,Unsafe
6.82,481.4,13.09,22.86,Unsafe
7.12,467,4.69,23.19,Unsafe
6.92,363.8,18.24,21.66,Unsafe
7.14,263,10.03,23.42,Unsafe
6.53,458.1,13.1,23.34,Unsafe
6.52,315.9,14.11,23.01,Unsafe
6.8,482.3,11.55,22.61,Unsafe
7.61,439.4,6.72,23.75,Unsafe
7.09,402.6,8.37,22.66,Unsafe
6.65,411,7.7,22.64,Unsafe
7.4,215.1,6.02,22.46,Unsafe
7.55,425.5,10.3,23.26,Unsafe
7.77,365.7,15.94,22.6,Unsafe
6.77,206.3,4.51,23.17,Unsafe
6.91,268.5,18.13,24.02,Unsafe
6.8,431.4,11.61,22.87,Unsafe
7.24,460,15.37,22.48,Unsafe
7.06,222.2,14.2,23.58,Unsafe
7.08,266,13.78,23.37,Unsafe
6.94,467.7,6.79,24.3,Unsafe
6.97,203.5,7.09,23.42,Unsafe
7.42,391.4,11.8,23.83,Unsafe
7.22,351.1,4.49,23.58,Unsafe
7.41,297.8,15.63,23.68,Unsafe
7.22,242.2,9.37,23.55,Unsafe
7.35,282.4,11.89,23.79,Unsafe
7.04,253.9,16.29,22.25,Unsafe
6.78,290,11.21,23.37,Unsafe
7.04,333.4,5.47,24.27,Unsafe
6.54,408,3.74,23.89,Unsafe
6.95,266.4,7.36,22.87,Unsafe
6.81,376.9,12.5,22.79,Unsafe
7.44,459.6,17,23.39,Unsafe
6.79,287.7,8.8,23.31,Unsafe
7.39,329.9,12.13,22.58,Unsafe
7.29,205.4,6.06,23.3,Unsafe
7.74,422,18.62,23.45,Unsafe
6.6,395.4,11.15,23.13,Unsafe
6.75,392.7,4.48,23.73,Unsafe
6.79,258,12.38,23.72,Unsafe
6.94,455.7,18.54,23.88,Unsafe
7.13,446.4,14.33,23.47,Unsafe
7.06,452.8,10.84,23.56,Unsafe
7.23,371,9.67,23.73,Unsafe
6.98,213.9,7.53,23.94,Unsafe
6.61,378.4,14.7,22.59,Unsafe
7.21,370.7,17.34,24.05,Unsafe
7.11,245.7,11.15,24.37,Unsafe
6.99,274.7,5.69,23.54,Unsafe
7.8,198.4,17.77,22.91,Unsafe
6.8,489.2,14.8,23.61,Unsafe
7.52,433.1,9.31,23.67,Unsafe
7.49,397.4,6.84,23.59,Unsafe
7.02,424.5,15.54,22.66,Unsafe
6.92,425.2,6.65,23.39,Unsafe
7.57,429.8,5.59,23.71,Unsafe
6.75,218.4,17.08,22.67,Unsafe
6.98,239.2,8.76,24.13,Unsafe
7.71,215.6,9.9,23.7,Unsafe
7.4,243,17.14,24.3,Unsafe
7.48,402.2,16.59,23.85,Unsafe
6.94,237.9,10.25,24.05,Unsafe
6.79,353.1,6.14,23.58,Unsafe
7.16,345.7,8.61,22.6,Unsafe
7.68,259.8,6.47,23.34,Unsafe
7.56,207.9,15.27,23.39,Unsafe
6.46,467.1,12.82,23.29,Unsafe
6.84,312.1,14.52,23.93,Unsafe
6.75,486.8,16.35,23.58,Unsafe
7.78,465.2,8.78,23.01,Unsafe
7.33,332.2,14.01,23.68,Unsafe
6.8,452.8,16.55,23.48,Unsafe
6.6,477.8,12.12,23.34,Unsafe
6.99,283.8,12.43,23.1,Unsafe
7.08,205.2,13.23,22.72,Unsafe
7.48,270.2,14.85,23.33,Unsafe
6.97,489.3,14.95,23.6,Unsafe
7.78,362.4,6.85,23.92,Unsafe
6.57,275.5,8.04,23.4,Unsafe
7.48,216.6,6.11,23.68,Unsafe
7.15,323.8,12.7,23.51,Unsafe
7.73,275.4,16.4,24.33,Unsafe
7.59,383.6,8.65,23.63,Unsafe
6.6,216.1,6.27,23.83,Unsafe
6.78,358.5,9.95,22.83,Unsafe
6.84,227.1,7.74,23.2,Unsafe
7.17,291.3,12.57,24.43,Unsafe
6.83,373.4,15.23,23.55,Unsafe
7.17,313.7,9.94,24.58,Unsafe
7.6,218.8,5.15,24.28,Unsafe
7.72,230.3,4.63,23.41,Unsafe
6.53,420.2,16.49,22.73,Unsafe
7.89,376.3,5.89,24.14,Unsafe
6.87,423.7,11.29,24.31,Unsafe
7.46,366.9,16.45,23.38,Unsafe
6.71,225.9,5.01,24.35,Unsafe
6.79,272.7,15.29,23.23,Unsafe
7.04,368,14.38,24.89,Unsafe
6.57,356.6,4.6,23.88,Unsafe
7.74,387.5,12.08,24.29,Unsafe
7.66,225.4,7.72,23.36,Unsafe
7.04,427.7,16.67,23.86,Unsafe
6.82,311.1,11.73,24.43,Unsafe
7.27,412.5,9.48,24.18,Unsafe
7.2,282.9,8.87,24.82,Unsafe
6.72,495.4,11.53,25.26,Unsafe
6.59,488.7,15.24,24.01,Unsafe
7.33,402.4,16.6,23.4,Unsafe
7.73,397.7,9.46,23.47,Unsafe
6.74,496.4,13.09,23.85,Unsafe
7.56,418.4,10.33,24.62,Unsafe
6.71,243.4,14.2,24.26,Unsafe
7.02,239.3,14.6,24.24,Unsafe
6.89,271.1,12.19,24.2,Unsafe
7.51,292.8,6.2,23.76,Unsafe
7.78,334,16.38,23.83,Unsafe
6.49,327.9,8.89,24.27,Unsafe
6.68,240.3,11.68,22.66,Unsafe
6.68,488.7,11.47,23.49,Unsafe
7.52,357.6,13.88,23.29,Unsafe
7.66,422.5,12.33,24.23,Unsafe
7.56,433,12.34,23.84,Unsafe
7.62,416,7.88,23.52,Unsafe
7,344.4,15.59,23.18,Unsafe
6.86,290,11.09,23.68,Unsafe
7.06,361.4,4.29,24.85,Unsafe
6.9,462.2,10.3,24.02,Unsafe
6.98,397.5,10.94,23.72,Unsafe
7.61,461.4,7.41,23.83,Unsafe
6.61,459.6,6.16,23.63,Unsafe
6.59,446.1,6.46,23.47,Unsafe
6.83,412.5,15.92,24.71,Unsafe
7.79,424.7,11.54,23.73,Unsafe
7.18,331.5,10.95,24.13,Unsafe
7.78,487.3,4.96,23.8,Unsafe
6.75,268.7,13.34,23.84,Unsafe
7.51,367.6,4.82,23.33,Unsafe
7.25,347.3,9.57,23.47,Unsafe
6.95,470.6,8.71,24.68,Unsafe
7.76,482.9,10.04,25.18,Unsafe
6.65,391.4,3.75,24.55,Unsafe
7.15,338.1,8.23,24.27,Unsafe
6.6,311.2,9.82,24.35,Unsafe
6.64,260.7,7.5,23.27,Unsafe
6.64,487.9,16.23,24.41,Unsafe
6.5,453.9,14.84,23.82,Unsafe
7.52,203.9,11.51,24.92,Unsafe
6.68,293.8,7.31,25.17,Unsafe
6.56,301.2,5.03,24.31,Unsafe
6.82,321.9,12.54,25.02,Unsafe
6.63,243.1,7.13,25.35,Unsafe
7.77,211.4,5.87,23.68,Unsafe
6.67,336.9,6.16,24.4,Unsafe
6.85,497.2,12.23,24.05,Unsafe
6.72,423.3,4.42,24.85,Unsafe
7.68,476.5,6.39,24.87,Unsafe
6.98,481.9,6.16,23.78,Unsafe
7.31,385.6,4.27,23.56,Unsafe
7.22,471.2,9.14,24.41,Unsafe
7.42,272.5,13.52,24.47,Unsafe
7.61,323.4,16.49,23.92,Unsafe
6.48,252.3,5.1,24.23,Unsafe
6.79,288.4,6.42,25.06,Unsafe
7.78,263,4.17,24.66,Unsafe
6.91,246.3,14.06,24.95,Unsafe
7.79,434.8,11.93,24.33,Unsafe
6.97,258.5,16.2,24.02,Unsafe
7.53,268.6,4.5,24.26,Unsafe
7.77,364.9,6.48,23.54,Unsafe
7.39,261.9,7.69,24.4,Unsafe
7.16,312.7,11.66,24.34,Unsafe
7.72,356.2,15.04,23.93,Unsafe
7.08,462.6,15.86,24.76,Unsafe
6.8,202.2,12.08,22.68,Unsafe
6.57,349.2,9.59,22.91,Unsafe
7.39,455.3,11.17,24.28,Unsafe
7.04,338.4,15.27,23.78,Unsafe
7.55,412.1,17.38,23.98,Unsafe
6.96,262.8,10.04,24.04,Unsafe
6.91,314.1,11.76,24.66,Unsafe
7.8,302.7,12.31,24.78,Unsafe
6.47,444.7,14.82,23.69,Unsafe
6.84,258.3,6.54,24.4,Unsafe
7.73,417,12.87,23.69,Unsafe
7.14,337.5,11.67,23.47,Unsafe
6.74,325.9,9.45,23.28,Unsafe
7.55,396.4,16.48,24.2,Unsafe
7.72,209.5,17.88,24.25,Unsafe
7.01,376.3,13.69,24.9,Unsafe
6.85,400.4,7.05,24.85,Unsafe
7.43,273.8,9.28,24.3,Unsafe
6.68,372.1,12.05,23.87,Unsafe
6.95,202.2,17.27,23.96,Unsafe
7.18,427.2,13.33,24.78,Unsafe
7.7,415.1,16.42,24.45,Unsafe
7.22,280.1,13.67,24.23,Unsafe
7.72,350.4,13.63,24.09,Unsafe
6.86,482.4,11.54,24.33,Unsafe
7.31,249.9,8.14,24.61,Unsafe
7.51,413.2,12.86,24.28,Unsafe
6.78,454.7,7.96,24.5,Unsafe
6.66,370.4,9.83,24.18,Unsafe
7.65,380.8,16.04,25.32,Unsafe
7.61,444.7,9.73,24.94,Unsafe
7.15,237.6,6.22,24.48,Unsafe
7.73,456.5,14.82,25.47,Unsafe
7.62,379.8,17.32,25.05,Unsafe
6.67,219.4,17.04,24.42,Unsafe
7.18,357.5,6.18,24.6,Unsafe
7.64,326.2,14.51,24.47,Unsafe
6.91,363.5,14.02,24.96,Unsafe
7.56,334.7,4.48,24.55,Unsafe
6.82,481.5,6.4,23.91,Unsafe
6.66,296.6,5.26,25.12,Unsafe
7.68,341,3.94,24.92,Unsafe
6.98,212.5,12.88,24.75,Unsafe
7.15,428.5,4.88,24.92,Unsafe
7.76,260.3,15.77,24.73,Unsafe
7.77,418.9,8.02,24.03,Unsafe
7.1,439.9,5.72,25.15,Unsafe
7.31,225.8,8.15,25.89,Unsafe
7.38,384.5,10.7,24.87,Unsafe
7.75,286.6,9.37,24.15,Unsafe
7.2,418,12.93,25.14,Unsafe
6.79,232,8.72,25.28,Unsafe
7.78,378.9,16.11,24.57,Unsafe
6.61,428.7,13.01,24.44,Unsafe
6.62,269.2,15.99,25.35,Unsafe
6.93,338.5,10.91,24.12,Unsafe
7.43,236.2,13.36,25.33,Unsafe
7.17,314.9,15.15,24.75,Unsafe
6.94,331.3,5.63,23.99,Unsafe
7.16,449.3,16.35,24.34,Unsafe
7.56,408,16.9,24.27,Unsafe
6.44,289.2,4.77,24.52,Unsafe
7.62,492,15.53,26.02,Unsafe
7.06,307,14.12,24.92,Unsafe
7.63,291,4.42,24.68,Unsafe
6.77,335.8,15.26,23.72,Unsafe
7.08,206.3,13.75,24.77,Unsafe
7.48,435.8,11.12,24.61,Unsafe
7.39,372.8,16.18,24.31,Unsafe
6.59,445.1,17.14,24.78,Unsafe
7.3,428.7,15.96,24.66,Unsafe
7.09,246.8,15.78,24.24,Unsafe
6.84,443.6,14.03,24.63,Unsafe
6.65,336.8,18.15,24.31,Unsafe
6.72,316,11,24.27,Unsafe
7.39,247.1,11.42,25.04,Unsafe
6.9,237.6,14.01,24.48,Unsafe
6.84,392.4,4.38,24.4,Unsafe
7.21,303.2,5.13,24.98,Unsafe
6.93,464.9,16.02,24.22,Unsafe
7.56,315.8,4.55,25.34,Unsafe
7.17,396.8,6.5,24.02,Unsafe
6.57,417.6,10.11,25.25,Unsafe
6.95,377,15.31,24.39,Unsafe
7.21,435.1,15.67,24.71,Unsafe
6.54,379.7,4.86,25.45,Unsafe
7.1,387,7.31,25.26,Unsafe
7.55,210.8,7.99,25.15,Unsafe
7.55,422.1,11.24,24.38,Unsafe
7.75,394.2,11.41,25.47,Unsafe
7.4,465.2,10.8,26.12,Unsafe
7.67,234.5,4.21,25.45,Unsafe
7.25,379.8,13.48,25.91,Unsafe
7.47,470.3,6.8,25.38,Unsafe
7.5,404.8,9.63,26.16,Unsafe
7.68,211.3,13.02,24.94,Unsafe
6.76,369.2,11.34,26.12,Unsafe
7.65,447.9,12.01,25.09,Unsafe
7.14,314.6,14.1,25.15,Unsafe
7.62,217.2,15.31,25.29,Unsafe
6.86,264.7,10.28,25.29,Unsafe
7.37,342.5,12.75,24.81,Unsafe
7.05,192.3,3.95,24.26,Unsafe
7.6,319.9,9.44,24.91,Unsafe
7.27,436.2,16.49,25.57,Unsafe
6.76,285.2,6.65,25.94,Unsafe
7.26,249,16.79,25.66,Unsafe
6.58,242.1,5.54,25.22,Unsafe
7.45,293.6,4.07,23.91,Unsafe
6.73,388.8,15.72,25.4,Unsafe
6.85,257.4,8.05,24.26,Unsafe
6.73,304.5,16.09,24.56,Unsafe
7.2,390.9,12.92,24.97,Unsafe
7.63,499.4,15.73,25.78,Unsafe
7.15,360.8,5.56,26.21,Unsafe
7.28,433.5,15.28,24.4,Unsafe
7.65,388,10.08,24.93,Unsafe
6.75,284.7,10.32,25.59,Unsafe
7.69,316.8,11.91,24.95,Unsafe
6.7,349,13.98,24.39,Unsafe
7.76,437,5.12,25.75,Unsafe
6.71,242.3,17.89,25.26,Unsafe
7.08,324.7,15.62,23.98,Unsafe
7.24,435.8,12.25,24.91,Unsafe
7.37,377.9,15.09,25.3,Unsafe
7.1,301.8,13.54,25.36,Unsafe
7.22,318,9.79,25.75,Unsafe
7.4,219.6,10.36,25.36,Unsafe
6.86,336.9,16.63,25.03,Unsafe
7.15,269.7,15.71,25.13,Unsafe
7.73,351.8,5.32,25.34,Unsafe
7.54,377.4,7.42,24.57,Unsafe
7.56,311,5,26.16,Unsafe
7.69,407.2,8.74,25.47,Unsafe
7.42,341.1,5.12,24.86,Unsafe
6.72,257.4,12.65,25.49,Unsafe
7.62,253.6,15.43,25.06,Unsafe
7.8,489.8,10.65,25.49,Unsafe
7.25,376.8,9.74,24.75,Unsafe
7.31,360.6,8.7,24.57,Unsafe
7.13,278.8,15.65,24.58,Unsafe
7.02,292.4,13.52,25.13,Unsafe
6.96,225.3,9.66,25.38,Unsafe
6.73,204.2,12.06,24.2,Unsafe
6.74,364.7,16.4,24.55,Unsafe
7.67,282.9,12.16,25.88,Unsafe
7.8,451.3,14.65,25.47,Unsafe
7.29,284.6,6.32,25.51,Unsafe
7.18,468.4,16.63,25.68,Unsafe
7.38,263.1,8.93,25.01,Unsafe
7.9,401.5,10.13,26.79,Unsafe
7.18,493.9,9.06,25.87,Unsafe
7.79,390.8,6.24,25.6,Unsafe
7.68,421.1,4.61,24.54,Unsafe
7.05,398.8,9.91,25.86,Unsafe
6.93,448.2,8.34,26.12,Unsafe
6.93,376.9,8.53,25.02,Unsafe
7.24,243.1,9.68,25.1,Unsafe
6.83,340.6,12.29,26.22,Unsafe
7.22,467.9,6,25.18,Unsafe
6.83,270.2,13.98,25.09,Unsafe
6.52,447.3,17.04,25.33,Unsafe
7.67,327.2,10.33,25.31,Unsafe
7.19,278.5,3.93,25.44,Unsafe
7,459,17.31,26.15,Unsafe
7.21,322.2,17.29,26.08,Unsafe
7.05,463.3,6.13,24.99,Unsafe
7.76,435.3,5.48,25.25,Unsafe
7.06,300.4,16.72,25.7,Unsafe
7.02,243.7,7.73,25.77,Unsafe
6.78,209.9,14.29,24.99,Unsafe
7.76,360.9,18.27,25.03,Unsafe
7.77,218.3,9.24,25.39,Unsafe
7.13,443.9,9.4,26.47,Unsafe
7.27,223.8,18.48,25.23,Unsafe
6.87,262.2,15.26,25.86,Unsafe
6.81,487.6,9.47,26.06,Unsafe
6.63,217.8,16.23,25.42,Unsafe
7.73,370.1,12.1,25.95,Unsafe
6.68,376.2,16.55,25.13,Unsafe
7.4,204.8,13.1,24.76,Unsafe
6.83,294,6.31,25.34,Unsafe
6.86,297.2,4.18,25.78,Unsafe
6.63,251.3,9.16,25.45,Unsafe
7.38,354.1,5.58,25.67,Unsafe
7.46,502.4,14.77,25.12,Unsafe
7.06,426.5,10.08,25.11,Unsafe
7.12,305.7,7.33,25.47,Unsafe
7.37,432,8.87,25.26,Unsafe
6.45,390.4,15.12,25.37,Unsafe
7.08,248.3,6.92,25.37,Unsafe
7.35,340.6,12.41,25.1,Unsafe
7.65,315.1,4.57,26.38,Unsafe
7,369.5,17.95,25.57,Unsafe
7.62,261.3,17.74,25.19,Unsafe
7,466.3,10.12,24.51,Unsafe
7.53,349.7,16.89,25.45,Unsafe
6.68,482.5,12.97,25.48,Unsafe
7.34,508.6,17.26,25.69,Unsafe
7.69,218,6.46,25.29,Unsafe
6.51,257.4,8.65,26.68,Unsafe
6.84,411.1,7.98,25.7,Unsafe
6.64,482.5,12.49,24.6,Unsafe
6.52,285.1,16.73,25.1,Unsafe
7.01,464.3,4.81,25.14,Unsafe
7.18,314.1,10.29,25.88,Unsafe
7.69,473.2,5.55,26.49,Unsafe
7.65,365.3,5.44,25.15,Unsafe
7.02,325.5,6.5,26.62,Unsafe
6.94,245.8,5.3,25.92,Unsafe
6.6,264.2,12.52,26.34,Unsafe
7.51,496.9,6.04,26,Unsafe
7.52,287.4,15.61,25.5,Unsafe
6.56,264,18.23,25.83,Unsafe
6.68,494.4,8.46,25.71,Unsafe
6.95,396.6,8.56,25.97,Unsafe
6.91,466.4,9.9,25.39,Unsafe
6.65,289.7,4.98,25.95,Unsafe
6.56,294.9,10.5,25.89,Unsafe
6.7,418,11.82,25.25,Unsafe
7.15,320.5,12.23,25.54,Unsafe
7,451.7,7.35,26.08,Unsafe
7.28,476.8,14.64,26.15,Unsafe
6.96,248,17.71,25.58,Unsafe
6.97,212.9,6.32,25.55,Unsafe
7.23,408.7,18.05,25.22,Unsafe
7.14,420.5,13.76,25.92,Unsafe
7.39,390.4,9.14,25.34,Unsafe
7.58,458.7,13.23,25.46,Unsafe
7.48,474.1,16.55,25.65,Unsafe
7.27,261.2,4.21,25.61,Unsafe
7.68,274.1,7.78,26.17,Unsafe
7.67,467,13.46,25,Unsafe
7.53,247.3,15.44,26,Unsafe
7.27,378.2,10.96,26.07,Unsafe
7.1,210.9,14.33,25.79,Unsafe
6.78,239.4,15.4,25.51,Unsafe
6.63,503.9,4.94,26.01,Unsafe
7.49,275.7,10.22,24.85,Unsafe
7.62,275,4.82,25.96,Unsafe
7.43,279.4,12.93,25.82,Unsafe
7.53,327.8,18.4,25.93,Unsafe
7.14,462.1,15.94,26.9,Unsafe
6.79,475.7,15.32,26.06,Unsafe
7.44,325.1,12.85,25.68,Unsafe
7.32,205.1,13.53,26.71,Unsafe
7.13,351.6,11.57,26.18,Unsafe
7.75,482.2,17.33,26.33,Unsafe
6.87,469.9,16.92,26.3,Unsafe
7.48,334.5,11.15,25.93,Unsafe
7.44,430.8,17.55,26.39,Unsafe
7.19,205.1,16.91,26.02,Unsafe
6.66,222.7,11.27,26.36,Unsafe
7,424.1,10.38,25.17,Unsafe
6.65,371.4,12.44,25.53,Unsafe
7.55,382.9,6.88,25.43,Unsafe
7.62,412.9,7.65,26.58,Unsafe
7.15,442.2,6.2,25.8,Unsafe
7.58,382,5.78,25.75,Unsafe
6.98,231.1,12.64,26.19,Unsafe
7.05,312.7,11.79,25.66,Unsafe
6.76,200.8,10.38,26.91,Unsafe
7.03,292.4,11.27,26.17,Unsafe
7.39,475.9,6.7,25.94,Unsafe
7.43,249.7,17.13,26.04,Unsafe
7.72,203.9,7.51,25.63,Unsafe
7.55,319.5,16.72,25.47,Unsafe
7.67,480.7,11.81,25.5,Unsafe
6.92,432.4,10.24,26.15,Unsafe
